FID	Number_of	Bee_Family	Bee_Genus	Subgenus	Species	Subspecies	Location_D	Date	Floral_Hos
3906	3	Andrenidae	Perdita	(Perdita)	phymatae	 	Lampstand, 1 mi NW	19-Aug-03	Gutierrezia sarothrae
3907	3	Andrenidae	Perdita	(Perdita)	phymatae	 	Lampstand, 1 mi NW	19-Aug-03	No Floral Record
3908	8	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	1-Sep-03	No Floral Record
3909	131	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	12-Aug-03	No Floral Record
3910	3	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	18-Jun-03	No Floral Record
3911	1	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	28-Jul-03	No Floral Record
3912	1	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	29-Jul-03	No Floral Record
3913	23	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	28-Aug-02	Salsola pestifer
3914	2	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	6-Jun-02	Tamarix sp.
3915	1	Andrenidae	Perdita	(Perdita)	calloleuca	 	Long Canyon	28-Aug-02	Thelypodium integrifolium
3916	1	Andrenidae	Perdita	(Perdita)	depressa	 	Long Canyon	1-Sep-03	No Floral Record
3917	2	Andrenidae	Perdita	(Perdita)	phymatae	 	Long Cyn, 0.8 mi NNW mouth	14-Aug-01	Chrysothamnus linifolius
3918	3	Andrenidae	Perdita	(Perdita)	phymatae	 	Long Cyn, 0.8 mi NNW mouth	28-Aug-01	Chrysothamnus linifolius
3919	13	Andrenidae	Perdita	(Perdita)	phymatae	 	Long Cyn, 0.8 mi NNW mouth	31-Aug-00	Chrysothamnus sp.
3920	2	Andrenidae	Perdita	(Perdita)	phymatae	 	Long Cyn, 0.8 mi NNW mouth	31-Aug-00	Ericameria nauseosa
3921	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Long Cyn, 0.8 mi NNW mouth	2-Aug-00	Melilotus alba
3922	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Long Cyn, 0.8 mi NNW mouth	2-Aug-00	Melilotus officinalis
3923	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Nephi Pt., 2.79 mi E	2-Sep-03	Gutierrezia sarothrae
3924	8	Andrenidae	Perdita	(Perdita)	phymatae	 	Paradise Canyon	21-Aug-02	Chrysothamnus sp.
3925	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Paradise Canyon	2-Sep-03	Ericameria parryi
3926	3	Andrenidae	Perdita	(Perdita)	phymatae	 	Paradise Canyon	2-Sep-03	Gutierrezia sarothrae
3927	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Red Well, 0.36 mi S	16-Sep-03	Gutierrezia sarothrae
3928	6	Andrenidae	Perdita	(Perdita)	phymatae	 	Red Well, 0.36 mi S	16-Sep-03	No Floral Record
3929	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Round Valley Spr., 1.8 mi SSW	16-Aug-01	Chrysothamnus sp.
3930	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Round Valley Spr., 1.8 mi SSW	16-Aug-01	Ericameria nauseosa
3931	4	Andrenidae	Perdita	(Perdita)	phymatae	 	Shepherd Point, 0.15 mi SE,	16-Aug-01	Chrysothamnus sp.
3932	10	Andrenidae	Perdita	(Perdita)	phymatae	 	Shepherd Point, 0.15 mi SE,	16-Aug-01	Ericameria nauseosa
3933	8	Apidae	Melissodes	(Callimelissodes)	glenwoodensis	 	Slide Canyon, 2.14 mi E	10-Sep-03	Aster chilensis
3934	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Sooner Rocks, 0.28 mi NE	16-Sep-03	No Floral Record
3935	1	Andrenidae	Perdita	(Perdita)	phymatae	 	The Gut, 1.97 mi ENE	12-Sep-03	Gutierrezia sarothrae
3936	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Twentyfive Mile Wash, 0.9 mi S	3-May-00	Aster sp.
3937	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Twentyfive Mile Wash, 1.1 mi S	3-May-00	Townsendia incana
3938	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Twentyfive Mile Wash, 1.5 mi S	30-Sep-03	Eriogonum corymbosum
3939	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Twentyfive Mile Wash, 1.6 mi S	27-Aug-01	Eriogonum sp.
3940	20	Andrenidae	Perdita	(Perdita)	phymatae	 	Twentyfive Mile Wash, 1.6 mi S	27-Aug-01	Gutierrezia sarothrae
3941	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Chrysothamnus sp.
3942	5	Andrenidae	Perdita	(Perdita)	phymatae	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Cleome lutea
3943	9	Andrenidae	Perdita	(Perdita)	phymatae	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Ericameria nauseosa
3944	2	Andrenidae	Perdita	(Perdita)	phymatae	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Gutierrezia sarothrae
3945	1	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 2.3 mi NNW	23-Aug-01	Gilia inconspicua
3946	1	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 2.3 mi NNW	23-Aug-01	Gutierrezia sarothrae
3947	3	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 2.3 mi NNW	16-Aug-00	Gutierrezia sarothrae
3948	2	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 3.4 mi NNW	13-Sep-00	Ericameria nauseosa
3949	7	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 3.4 mi NNW	16-Aug-00	Ericameria nauseosa
3950	174	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 3.4 mi NNW	28-Aug-00	Ericameria nauseosa
3951	2	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 3.4 mi NNW	13-Sep-00	Gutierrezia sarothrae
3952	4	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 3.4 mi NNW	23-Aug-01	Gutierrezia sarothrae
3953	4	Andrenidae	Perdita	(Perdita)	phymatae	 	White Point, 3.4 mi NNW	13-Sep-00	No Floral Record
3954	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	20-Aug-03	Chrysothamnus sp.
3955	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	20-Aug-03	No Floral Record
3956	1	Andrenidae	Perdita	(Perdita)	phymatae	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	5-Aug-03	No Floral Record
3957	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Big Flat	15-Aug-01	Gutierrezia sarothrae
3958	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Burr Tr., 1.0 mi E Studhorse Pks.	28-Aug-02	Gutierrezia sarothrae
3959	3	Andrenidae	Perdita	(Perdita)	rectangulata	 	Burr Tr., 2.0 mi N Studhorse Pks.	28-Aug-02	Gutierrezia sarothrae
3960	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Burr Tr., White Cyn. Flat	28-Aug-02	Gutierrezia sarothrae
3961	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Burr Trail, 1.2 mi NNE King Bench	17-Aug-00	Cleome lutea
3962	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Burr Trail, 1.2 mi NNE King Bench	17-Aug-00	Ericameria nauseosa
3963	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Burr Trail, 1.2 mi NNE King Bench	17-Aug-00	Gutierrezia sarothrae
3964	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Cougar Knoll, 0.34 mi SW	10-Aug-00	Gutierrezia sarothrae
3965	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Cougar Knoll, 0.97 mi SSE	27-Jul-00	Ericameria nauseosa
3966	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Dry Fork, N	30-Sep-03	Gutierrezia sarothrae
3967	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	21-Aug-02	Chrysothamnus depressus
3970	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 0.3 mi SE	17-Aug-00	Cleome lutea
3971	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 0.3 mi SE	17-Aug-00	Ericameria nauseosa
3972	3	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 0.3 mi SE	3-Aug-00	Eriogonum sp.
3973	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 0.9 mi SE	17-Aug-00	Eriogonum sp.
3974	2	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 0.9 mi SE	17-Aug-00	Gutierrezia sarothrae
3975	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 1 mi NW	19-Aug-03	Gutierrezia sarothrae
3976	6	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 1 mi NW	19-Aug-03	No Floral Record
3977	4	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 3.47 mi NNE	19-Aug-03	Ericameria nauseosa
3978	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 3.47 mi NNE	19-Aug-03	Gutierrezia sarothrae
3979	7	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lampstand, 3.47 mi NNE	19-Aug-03	No Floral Record
3980	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lick Wash	5-Aug-03	No Floral Record
3981	5	Andrenidae	Perdita	(Perdita)	rectangulata	 	Lick Wash, 1.13 mi W mouth	10-Sep-03	Gutierrezia sarothrae
3982	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Middle Bench, 2.86 mi NNW	22-Aug-03	Gutierrezia sarothrae
3983	8	Andrenidae	Perdita	(Perdita)	rectangulata	 	Pioneer Mesa, 1.7 mi WSW	27-Aug-01	Gutierrezia sarothrae
3984	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Red Wash, 2.7 mi SSE Carly Knoll	24-Aug-01	Eriogonum alatum
3985	5	Andrenidae	Perdita	(Perdita)	rectangulata	 	Red Wash, 2.7 mi SSE Carly Knoll	24-Aug-01	Gutierrezia sarothrae
3986	5	Andrenidae	Perdita	(Perdita)	rectangulata	 	The Gut, 1.2 mi NE	16-Aug-01	Gutierrezia sarothrae
3987	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Upper Valley, 0.5 mi W South Rim, Hwy 12	19-Aug-02	Gutierrezia sarothrae
3988	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	Wagon Box Mesa, 1 mi W	29-Aug-01	Gutierrezia sarothrae
3989	5	Andrenidae	Perdita	(Perdita)	rectangulata	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Chrysothamnus sp.
3990	3	Andrenidae	Perdita	(Perdita)	rectangulata	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Cleome lutea
3991	13	Andrenidae	Perdita	(Perdita)	rectangulata	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Ericameria nauseosa
3992	3	Andrenidae	Perdita	(Perdita)	rectangulata	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Eriogonum sp.
3993	15	Andrenidae	Perdita	(Perdita)	rectangulata	 	Wagon Box Mesa, 1.5 mi W	17-Aug-00	Gutierrezia sarothrae
3994	1	Andrenidae	Perdita	(Perdita)	rectangulata	 	White Point, 0.73 mi SE	23-Aug-01	Helianthus petiolaris
3995	6	Andrenidae	Perdita	(Perdita)	salicis	imperialis	Calf Creek	22-May-03	No Floral Record
3996	7	Andrenidae	Perdita	(Perdita)	salicis	imperialis	Escalante Riv. Jct Death Hollow, 1.1 mi W	28-May-01	Salix sp.
3997	7	Andrenidae	Perdita	(Perdita)	salicis	imperialis	Escalante River	28-May-01	Salix exigua
3998	12	Andrenidae	Perdita	(Perdita)	salicis	imperialis	Kitchen Corral Spr., 1.0 mi N	29-May-02	Salix exigua
3999	1	Andrenidae	Perdita	(Perdita)	salicis	imperialis	Kitchen Corral Spr., 1.0 mi N	29-May-02	Tamarix sp.
4000	11	Andrenidae	Perdita	(Perdita)	salicis	imperialis	Mollie's Nipple, 4.1 mi E	30-May-02	Chaenactis douglasii
4001	8	Andrenidae	Perdita	(Perdita)	salicis	imperialis	The Gulch	25-May-01	Salix exigua
4002	1	Andrenidae	Perdita	(Perdita)	salicis	imperialis	White Point, 3.4 mi NNW	21-May-01	Salix exigua
4003	6	Andrenidae	Perdita	(Perdita)	salicis	imperialis	White Point, 3.4 mi NNW	21-May-01	Salix sp.
4004	8	Andrenidae	Perdita	(Perdita)	salicis	imperialis	White Point, 3.4 mi NNW	22-May-00	Salix sp.
4005	34	Andrenidae	Perdita	(Perdita)	salicis	salicis	Escalante Riv. Jct Death Hollow, 1.1 mi W	28-May-01	Salix sp.
4006	32	Andrenidae	Perdita	(Perdita)	salicis	salicis	Escalante River	28-May-01	Salix exigua
4007	1	Andrenidae	Perdita	(Perdita)	salicis	salicis	Cottonwood Creek	5-May-02	Salix sp.
4009	6	Andrenidae	Perdita	(Perdita)	salicis	salicis	Kitchen Corral Spr., 1.0 mi N	12-Jun-02	Salix exigua
4010	12	Andrenidae	Perdita	(Perdita)	salicis	salicis	Paradise Canyon	26-Jun-02	Salix exigua
4011	12	Andrenidae	Perdita	(Perdita)	salicis	salicis	Paria River, jct Cottonwood Wash	12-Jun-02	Salix exigua
4012	14	Andrenidae	Perdita	(Perdita)	salicis	subtristis	Calf Creek	22-May-03	No Floral Record
4013	1	Andrenidae	Perdita	(Perdita)	salicis	subtristis	Calf Creek	30-Apr-02	Salix exigua
4014	1	Apidae	Apis	 	mellifera	 	Duffy Mesa, 1.8 mi NNW	15-Sep-00	Ericameria nauseosa
4015	2	Andrenidae	Perdita	(Perdita)	salicis	subtristis	Escalante Riv. Jct Death Hollow, 1.1 mi W	14-May-01	Salix exigua
4016	27	Andrenidae	Perdita	(Perdita)	salicis	subtristis	Escalante Riv. Jct Death Hollow, 1.1 mi W	28-May-01	Salix sp.
4017	20	Andrenidae	Perdita	(Perdita)	salicis	subtristis	Escalante River	28-May-01	Salix exigua
4018	1	Andrenidae	Perdita	(Perdita)	salicis	subtristis	Sunset Natural Arch, 0.72 mi NE	22-May-01	No Floral Record
4019	43	Andrenidae	Perdita	(Perdita)	salicis	subtristis	The Gulch	25-May-01	Salix exigua
4020	19	Andrenidae	Perdita	(Perdita)	salicis	subtristis	White Point, 3.4 mi NNW	21-May-01	Salix sp.
4021	2	Andrenidae	Perdita	(Perdita)	similis	 	Alvey Wash	27-Jul-00	No Floral Record
4022	7	Andrenidae	Perdita	(Perdita)	similis	 	Alvey Wash, 3 mi S Escalante	28-Jul-00	No Floral Record
4023	3	Andrenidae	Perdita	(Perdita)	similis	 	Antone Flat, 1.68 mi SE	1-Oct-03	Ericameria nauseosa
4024	3	Andrenidae	Perdita	(Perdita)	similis	 	Big Flat	15-Aug-01	Eriogonum sp.
4025	8	Andrenidae	Perdita	(Perdita)	similis	 	Big Flat	15-Aug-01	Gutierrezia sarothrae
4026	42	Andrenidae	Perdita	(Perdita)	similis	 	Blue Hills	28-Aug-02	Ericameria nauseosa
4027	7	Andrenidae	Perdita	(Perdita)	similis	 	Blue Hills	28-Aug-02	Ericameria nauseosa
4028	3	Andrenidae	Perdita	(Perdita)	similis	 	Burr Tr., 1.0 mi E Studhorse Pks.	28-Aug-02	Chrysothamnus sp.
4029	1	Andrenidae	Perdita	(Perdita)	similis	 	Burr Tr., 1.0 mi E Studhorse Pks.	28-Aug-02	Gutierrezia sarothrae
4030	8	Andrenidae	Perdita	(Perdita)	similis	 	Burr Tr., 2.0 mi N Studhorse Pks.	28-Aug-02	Gutierrezia sarothrae
4031	12	Andrenidae	Perdita	(Perdita)	similis	 	Burr Tr., White Cyn. Flat	28-Aug-02	Chrysothamnus sp.
4032	12	Andrenidae	Perdita	(Perdita)	similis	 	Burr Tr., White Cyn. Flat	28-Aug-02	Gutierrezia sarothrae
4033	12	Andrenidae	Perdita	(Perdita)	similis	 	Burr Trail, 1.2 mi NNE King Bench	17-Aug-00	Ericameria nauseosa
4034	2	Andrenidae	Perdita	(Perdita)	similis	 	Cad's Crotch	26-Sep-03	Ericameria parryi
4035	1	Andrenidae	Perdita	(Perdita)	similis	 	Cad's Crotch	16-Aug-01	Eriogonum corymbosum
4036	6	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	11-Aug-03	Chrysothamnus linifolius
4037	8	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	25-Aug-03	Chrysothamnus sp.
4038	15	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	30-Aug-02	Chrysothamnus sp.
4039	17	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	30-Aug-02	Chrysothamnus viscidiflorus
4040	2	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	30-Sep-02	Chrysothamnus viscidiflorus
4041	1	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	24-Aug-01	Cleome lutea
4042	16	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	24-Aug-01	Ericameria nauseosa
4043	13	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	25-Aug-00	Ericameria nauseosa
4044	4	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	8-Sep-03	Ericameria parryi
4045	1	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	28-Jul-03	No Floral Record
4046	1	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	30-Aug-02	No Floral Record
4047	8	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	8-Sep-03	No Floral Record
4048	1	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	25-Aug-00	Solidago canadensis
4049	5	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek	4-Aug-00	Solidago canadensis
4050	1	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek. & Alvey Wash, jct.	22-Aug-03	Chrysothamnus depressus
4051	5	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek. & Alvey Wash, jct.	7-Aug-03	Chrysothamnus linifolius
4052	3	Andrenidae	Perdita	(Perdita)	similis	 	Calf Creek. & Alvey Wash, jct.	6-Aug-02	Chrysothamnus sp.
4053	6	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	Eriogonum corymbosum
4054	25	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	Gutierrezia sarothrae
4055	13	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	Gutierrezia sarothrae
4056	4	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	No Floral Record
4057	1	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	No Floral Record
4058	1	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	No Floral Record
4059	11	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	No Floral Record
4060	2	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Creek	2-Sep-03	Polanisia dodecandra
4062	9	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Spr., 1.3 mi NNE	4-Oct-00	Ericameria nauseosa
4063	1	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Spr., 1.3 mi NNE	14-Sep-00	Gutierrezia sarothrae
4064	15	Andrenidae	Perdita	(Perdita)	similis	 	Cottonwood Spr., 1.3 mi NNE	20-Sep-00	Gutierrezia sarothrae
4065	2	Andrenidae	Perdita	(Perdita)	similis	 	Cougar Knoll, 0.61mi SSW	7-Sep-00	Gutierrezia sarothrae
4066	1	Andrenidae	Perdita	(Perdita)	similis	 	Cougar Knoll, 0.61mi SSW	5-Jun-02	Lupinus argenteus
4067	1	Andrenidae	Perdita	(Perdita)	similis	 	Cougar Knoll, 0.61mi SSW	5-Sep-02	Senecio spartioides
4068	1	Andrenidae	Perdita	(Perdita)	similis	 	Cougar Knoll, 1.32 mi SSW	23-Aug-00	Gutierrezia sarothrae
4069	34	Andrenidae	Perdita	(Perdita)	similis	 	Dance Hall Rock, 1.82 mi NW	4-Oct-00	Ericameria nauseosa
4070	11	Andrenidae	Perdita	(Perdita)	similis	 	Dance Hall Rock, 1.82 mi NW	21-Sep-00	Gutierrezia sarothrae
4071	7	Andrenidae	Perdita	(Perdita)	similis	 	Dance Hall Rock, 1.82 mi NW	26-Sep-02	Gutierrezia sarothrae
4072	5	Andrenidae	Perdita	(Perdita)	similis	 	Dog Flat, 2.2 mi SE	2-Sep-03	Eriogonum racemosum
4073	1	Andrenidae	Perdita	(Perdita)	similis	 	Drip Tank	3-Sep-02	Chrysothamnus linifolius
4074	1	Andrenidae	Perdita	(Perdita)	similis	 	Drip Tank	1-Oct-02	Chrysothamnus viscidiflorus
4075	2	Andrenidae	Perdita	(Perdita)	similis	 	Drip Tank, 0.83 mi NE	3-Sep-02	Baccharis salicifolia
4076	1	Andrenidae	Perdita	(Perdita)	similis	 	Drip Tank, 0.83 mi NE	1-Oct-02	Chrysothamnus viscidiflorus
4077	2	Andrenidae	Perdita	(Perdita)	similis	 	Drip Tank, 0.83 mi NE	3-Sep-02	Melilotus alba
4078	1	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	26-Sep-02	Chrysothamnus linifolius
4079	1	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	10-Oct-02	Chrysothamnus viscidiflorus
4080	1	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	26-Sep-02	Chrysothamnus viscidiflorus
4081	5	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	30-Sep-03	Ericameria nauseosa
4082	6	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	18-Sep-01	Eriogonum corymbosum
4083	7	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	18-Sep-03	Eriogonum corymbosum
4084	1	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	30-Sep-03	Eriogonum corymbosum
4085	1	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	11-Sep-00	Gutierrezia sarothrae
4086	1	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	18-Sep-03	No Floral Record
4087	6	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, N	30-Sep-03	No Floral Record
4088	5	Andrenidae	Perdita	(Perdita)	similis	 	Dry Fork, near Spooky Gulch	11-Sep-00	Eriogonum sp.
4089	2	Apidae	Apis	 	mellifera	 	Duffy Mesa, 1.8 mi NNW	15-Sep-03	Ericameria nauseosa
4090	1	Apidae	Apis	 	mellifera	 	Duffy Mesa, 1.8 mi NNW	25-Sep-00	Ericameria nauseosa
4091	6	Apidae	Apis	 	mellifera	 	Duffy Mesa, 1.8 mi NNW	28-Aug-01	Ericameria nauseosa
4092	8	Apidae	Apis	 	mellifera	 	Duffy Mesa, 1.8 mi NNW	31-Aug-00	Ericameria nauseosa
4093	3	Apidae	Apis	 	mellifera	 	Duffy Mesa, 1.8 mi NNW	31-Aug-01	Ericameria nauseosa
4094	1	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Rim, 1.13 mi NW	12-Sep-03	Ericameria parryi
4095	8	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Rim, 1.13 mi NW	22-Aug-03	No Floral Record
4096	11	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	30-Aug-02	Chrysothamnus depressus
4097	2	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	24-Aug-01	Chrysothamnus linifolius
4098	2	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	23-Sep-02	Chrysothamnus sp.
4099	3	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	24-Aug-01	Chrysothamnus sp.
4100	10	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	30-Aug-02	Chrysothamnus viscidiflorus
4101	4	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	30-Aug-02	No Floral Record
4102	2	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	23-Sep-02	Stephanomeria exigua
4103	24	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv., jct Death Hollow, 1.3 mi W	30-Aug-02	Chrysothamnus depressus
4104	40	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv., jct Death Hollow, 1.3 mi W	30-Aug-02	Chrysothamnus viscidiflorus
4105	1	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv., jct Death Hollow, 1.3 mi W	13-Aug-03	Cleome sp.
4106	1	Andrenidae	Perdita	(Perdita)	similis	 	Escalante Riv., jct Death Hollow, 1.3 mi W	12-Aug-03	No Floral Record
4107	9	Andrenidae	Perdita	(Perdita)	similis	 	Escalante River, jct. Hwy 12	19-Aug-02	Chrysothamnus sp.
4108	1	Andrenidae	Perdita	(Perdita)	similis	 	Henrieville Cr	28-Aug-02	Ericameria nauseosa
4109	24	Andrenidae	Perdita	(Perdita)	similis	 	Henrieville Creek, jct Hwy 12	19-Aug-02	Chrysothamnus sp.
4111	32	Andrenidae	Perdita	(Perdita)	similis	 	Henrieville Spr., 0.75 mi W	28-Aug-02	Chrysothamnus sp.
4112	12	Andrenidae	Perdita	(Perdita)	similis	 	Henrieville Spr., near	28-Aug-02	Chrysothamnus sp.
4113	2	Andrenidae	Perdita	(Perdita)	similis	 	Henrieville Spring, 1.06 mi WSW	28-Aug-02	Chrysothamnus viscidiflorus
4114	1	Andrenidae	Perdita	(Perdita)	similis	 	Hole in the Rock Road, Halfway Hollow	5-19 Jul 2003	No Floral Record
4135	1	Andrenidae	Perdita	(Perdita)	similis	 	Hwy 12, 1.8 mi NE Henrieville Spring	20-Sep-00	Ericameria nauseosa
4136	4	Andrenidae	Perdita	(Perdita)	similis	 	Jack Riggs Bench, E	8-Oct-01	Chrysothamnus sp.
4137	1	Andrenidae	Perdita	(Perdita)	similis	 	Jody's Knoll, 1.0 mi SSW	5-Sep-03	Chrysothamnus greenei
4138	1	Andrenidae	Perdita	(Perdita)	similis	 	Kitchen Corral Pt., 0.35 mi W	4-Sep-03	Gutierrezia sarothrae
4139	2	Andrenidae	Perdita	(Perdita)	similis	 	Kitchen Corral Spr., 1.0 mi N	10-Sep-02	Chrysothamnus linifolius
4140	4	Andrenidae	Perdita	(Perdita)	similis	 	Kitchen Corral Spr., 1.0 mi N	4-Sep-03	Chrysothamnus sp.
4141	4	Andrenidae	Perdita	(Perdita)	similis	 	Kitchen Corral Spr., 1.0 mi N	25-Sep-03	Chrysothamnus viscidiflorus
4142	5	Andrenidae	Perdita	(Perdita)	similis	 	Kitchen Corral Spr., 1.0 mi N	4-Sep-03	No Floral Record
4143	9	Andrenidae	Perdita	(Perdita)	similis	 	Kodachrome Basin St. Pk., 25 mi S	8-Oct-01	Ericameria nauseosa
4144	4	Andrenidae	Perdita	(Perdita)	similis	 	Lampstand, 0.3 mi SE	17-Aug-00	Cleome lutea
4145	30	Andrenidae	Perdita	(Perdita)	similis	 	Lampstand, 0.3 mi SE	17-Aug-00	Ericameria nauseosa
